concept_group,seed_term,seed_key,seed_priority,query_status,neighbor_rank,neighbor_token,neighbor_term,similarity,neighbor_count
core_ai,AI,ai,medium,exact_key,38,llm-based,llm-based,0.736577,12
core_ai,AI,ai,medium,exact_key,39,vitis_ai,vitis ai,0.727997,18
core_ai,AI,ai,medium,exact_key,40,domain-specific,domain-specific,0.726685,482
core_ai,AI,ai,medium,exact_key,41,hypermodal,hypermodal,0.723826,5
core_ai,AI,ai,medium,exact_key,42,chatgpt_et_cetera,chatgpt et cetera,0.722565,18
core_ai,AI,ai,medium,exact_key,43,deep_recommendators,deep recommendators,0.722000,12
core_ai,AI,ai,medium,exact_key,44,nvidia_ai,nvidia ai,0.721373,415
core_ai,AI,ai,medium,exact_key,45,nvidia-accelerated,nvidia-accelerated,0.720005,13
core_ai,AI,ai,medium,exact_key,46,edge_computing,edge computing,0.719945,2719
core_ai,AI,ai,medium,exact_key,47,generative_ai_models,generative ai models,0.718002,164
core_ai,AI,ai,medium,exact_key,48,copilot,copilot,0.717631,1597
core_ai,AI,ai,medium,exact_key,49,deepspeed,deepspeed,0.716301,5
core_ai,AI,ai,medium,exact_key,50,modelops,modelops,0.713673,13
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,1,ai_technologies,ai technologies,0.751485,964
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,2,artificial_intelligence,artificial intelligence,0.750986,24196
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,3,ml-based,ml-based,0.748558,65
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,4,ai_technology,ai technology,0.743219,2546
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,5,artificial_intelligence_technology,artificial intelligence technology,0.739487,216
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,6,machine_learning,machine learning,0.737286,28913
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,7,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.737018,767
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,8,cognitive_computing,cognitive computing,0.724884,325
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,9,ai-based_algorithms,ai-based algorithms,0.712378,36
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,10,ai_capabilities,ai capabilities,0.704789,2400
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,11,ai-backed,ai-backed,0.701101,40
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,12,generative_ai_technologies,generative ai technologies,0.700814,71
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,13,machine-learning_techniques,machine-learning techniques,0.699229,19
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,14,deep_learning-based,deep learning-based,0.698543,39
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,15,ai,ai,0.695809,123783
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,16,lensai,lensai,0.695426,22
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,17,ai_tools,ai tools,0.692474,1086
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,18,ai-enabled,ai-enabled,0.690137,1198
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,19,ai_solutions,ai solutions,0.689686,1129
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,20,aiware's,aiware's,0.687890,16
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,21,ai-based,ai-based,0.687793,2295
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,22,language-centric,language-centric,0.687668,18
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,23,machine_learning-driven,machine learning-driven,0.685504,74
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,24,artificial_intelligence_et_cetera,artificial intelligence et cetera,0.684096,60
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,25,apixio's,apixio's,0.681148,5
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,26,predictive_analytics,predictive analytics,0.681113,4829
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,27,ai_ml,ai ml,0.679444,1542
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,28,generative_artificial_intelligence,generative artificial intelligence,0.678208,95
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,29,insights-as-a-service,insights-as-a-service,0.677694,5
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,30,ai-powered,ai-powered,0.677287,2339
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,31,bst's,bst's,0.675330,10
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,32,artificial_intelligence_algorithms,artificial intelligence algorithms,0.675304,162
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,33,physics-based_simulation,physics-based simulation,0.675029,37
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,34,natural-language,natural-language,0.671617,11
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,35,machine-learning-driven,machine-learning-driven,0.670380,9
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,36,machine-learning,machine-learning,0.669983,498
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,37,deep-learned,deep-learned,0.669885,6
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,38,servicenext,servicenext,0.667404,5
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,39,human-machine,human-machine,0.667320,17
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,40,machine_learning_et_cetera,machine learning et cetera,0.665602,60
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,41,ml-driven,ml-driven,0.663352,28
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,42,privacy-enhancing,privacy-enhancing,0.662666,11
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,43,ai-driven,ai-driven,0.661068,2791
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,44,deep-learning,deep-learning,0.660930,76
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,45,wipro_holmes,wipro holmes,0.660925,32
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,46,brewright,brewright,0.660541,5
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,47,onesykes,onesykes,0.660489,5
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,48,scibids_ai,scibids ai,0.659971,27
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,49,privacy-preserving,privacy-preserving,0.659068,29
core_ai,artificial intelligence technologies,artificial_intelligence_technologies,medium,exact_key,50,llm-based,llm-based,0.658389,12
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,1,ai_technology,ai technology,0.795493,2546
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,2,artificial_intelligence,artificial intelligence,0.757227,24196
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,3,deep_learning-based,deep learning-based,0.753219,39
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,4,ai-based,ai-based,0.741492,2295
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,5,artificial_intelligence_technologies,artificial intelligence technologies,0.739487,110
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,6,ai_technologies,ai technologies,0.734597,964
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,7,machine_learning,machine learning,0.728585,28913
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,8,ai-enabled,ai-enabled,0.720242,1198
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,9,ai-powered,ai-powered,0.719503,2339
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,10,artificial_intelligent,artificial intelligent,0.711235,151
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,11,artificial_intelligence-based,artificial intelligence-based,0.708961,203
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,12,artificial_intelligence-powered,artificial intelligence-powered,0.708678,50
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,13,ai_capabilities,ai capabilities,0.697625,2400
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,14,deep_learning,deep learning,0.694192,4131
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,15,artificial_intelligence-driven,artificial intelligence-driven,0.692044,101
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,16,artificial_intelligence_algorithms,artificial intelligence algorithms,0.687426,162
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,17,ai-enhanced,ai-enhanced,0.687362,101
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,18,ai_tools,ai tools,0.687047,1086
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,19,machine-learning,machine-learning,0.686419,498
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,20,ai-driven,ai-driven,0.686260,2791
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,21,natural_language_processing,natural language processing,0.683436,1653
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,22,computer_vision,computer vision,0.682288,2989
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,23,machine-based_learning,machine-based learning,0.680651,37
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,24,ai-based_algorithms,ai-based algorithms,0.680242,36
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,25,machine_learning-based,machine learning-based,0.679701,309
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,26,ml-based,ml-based,0.679637,65
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,27,cognitive_computing,cognitive computing,0.678181,325
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,28,image_recognition,image recognition,0.677725,586
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,29,ai_solutions,ai solutions,0.676685,1129
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,30,natural-language,natural-language,0.674910,11
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,31,predictive_analytics,predictive analytics,0.671454,4829
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,32,neurodecision,neurodecision,0.671416,5
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,33,language-centric,language-centric,0.669978,18
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,34,dbxi,dbxi,0.669958,9
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,35,text-to-image,text-to-image,0.669784,16
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,36,human-machine,human-machine,0.669112,17
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,37,ai-backed,ai-backed,0.668924,40
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,38,storyfit,storyfit,0.668245,11
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,39,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.668205,767
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,40,ai-assisted,ai-assisted,0.666287,195
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,41,deepmind's,deepmind's,0.665396,12
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,42,benefitsaige,benefitsaige,0.662558,20
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,43,ibm's_watson,ibm's watson,0.662400,44
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,44,generative_ai_technologies,generative ai technologies,0.661933,71
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,45,ml-powered,ml-powered,0.661184,24
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,46,deep-learned,deep-learned,0.660480,6
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,47,ai,ai,0.659825,123783
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,48,piece-picking,piece-picking,0.658149,6
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,49,machine_learning-driven,machine learning-driven,0.654565,74
core_ai,artificial intelligence technology,artificial_intelligence_technology,medium,exact_key,50,nvidia_clara,nvidia clara,0.654360,35
core_ai,machine learning,machine_learning,high,exact_key,1,artificial_intelligence,artificial intelligence,0.925064,24196
core_ai,machine learning,machine_learning,high,exact_key,2,machine_learning_algorithms,machine learning algorithms,0.875958,952
core_ai,machine learning,machine_learning,high,exact_key,3,deep_learning,deep learning,0.866993,4131
core_ai,machine learning,machine_learning,high,exact_key,4,machine-learning,machine-learning,0.866224,498
core_ai,machine learning,machine_learning,high,exact_key,5,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.851403,767
core_ai,machine learning,machine_learning,high,exact_key,6,ai,ai,0.841611,123783
core_ai,machine learning,machine_learning,high,exact_key,7,natural_language_processing,natural language processing,0.840440,1653
core_ai,machine learning,machine_learning,high,exact_key,8,predictive_analytics,predictive analytics,0.839221,4829
core_ai,machine learning,machine_learning,high,exact_key,9,ai_ml,ai ml,0.839201,1542
core_ai,machine learning,machine_learning,high,exact_key,10,algorithms,algorithms,0.838650,23714
core_ai,machine learning,machine_learning,high,exact_key,11,ai_capabilities,ai capabilities,0.833949,2400
core_ai,machine learning,machine_learning,high,exact_key,12,ai_technology,ai technology,0.822802,2546
core_ai,machine learning,machine_learning,high,exact_key,13,ai_technologies,ai technologies,0.813400,964
core_ai,machine learning,machine_learning,high,exact_key,14,ai_models,ai models,0.809069,1592
core_ai,machine learning,machine_learning,high,exact_key,15,analytics,analytics,0.802239,167362
core_ai,machine learning,machine_learning,high,exact_key,16,ai_tools,ai tools,0.796052,1086
core_ai,machine learning,machine_learning,high,exact_key,17,computer_vision,computer vision,0.784166,2989
core_ai,machine learning,machine_learning,high,exact_key,18,analytic,analytic,0.783077,12871
core_ai,machine learning,machine_learning,high,exact_key,19,neural_networks,neural networks,0.780810,860
core_ai,machine learning,machine_learning,high,exact_key,20,machine_learning-based,machine learning-based,0.780429,309
core_ai,machine learning,machine_learning,high,exact_key,21,ai-based,ai-based,0.778840,2295
core_ai,machine learning,machine_learning,high,exact_key,22,ai-driven,ai-driven,0.771315,2791
core_ai,machine learning,machine_learning,high,exact_key,23,large_language_models,large language models,0.767919,2463
core_ai,machine learning,machine_learning,high,exact_key,24,generative_ai,generative ai,0.767052,12235
core_ai,machine learning,machine_learning,high,exact_key,25,artificial_intelligence_algorithms,artificial intelligence algorithms,0.754533,162
core_ai,machine learning,machine_learning,high,exact_key,26,aiml,aiml,0.749595,311
core_ai,machine learning,machine_learning,high,exact_key,27,image_recognition,image recognition,0.743885,586
core_ai,machine learning,machine_learning,high,exact_key,28,ai-powered,ai-powered,0.743329,2339
core_ai,machine learning,machine_learning,high,exact_key,29,ai-enabled,ai-enabled,0.739790,1198
core_ai,machine learning,machine_learning,high,exact_key,30,machine_learning-driven,machine learning-driven,0.738262,74
core_ai,machine learning,machine_learning,high,exact_key,31,deep_learning-based,deep learning-based,0.737451,39
core_ai,machine learning,machine_learning,high,exact_key,32,artificial_intelligence_technologies,artificial intelligence technologies,0.737287,110
core_ai,machine learning,machine_learning,high,exact_key,33,machine-learning_algorithms,machine-learning algorithms,0.732335,86
core_ai,machine learning,machine_learning,high,exact_key,34,neural_network,neural network,0.732081,1167
core_ai,machine learning,machine_learning,high,exact_key,35,cognitive_computing,cognitive computing,0.729896,325
core_ai,machine learning,machine_learning,high,exact_key,36,natural-language,natural-language,0.728972,11
core_ai,machine learning,machine_learning,high,exact_key,37,artificial_intelligence_technology,artificial intelligence technology,0.728585,216
core_ai,machine learning,machine_learning,high,exact_key,38,statistics-based,statistics-based,0.728375,10
core_ai,machine learning,machine_learning,high,exact_key,39,machine-based_learning,machine-based learning,0.726642,37
core_ai,machine learning,machine_learning,high,exact_key,40,machine_learning_et_cetera,machine learning et cetera,0.726312,60
core_ai,machine learning,machine_learning,high,exact_key,41,supervised_learning,supervised learning,0.726225,56
core_ai,machine learning,machine_learning,high,exact_key,42,computational,computational,0.725341,3340
core_ai,machine learning,machine_learning,high,exact_key,43,predictive_modeling,predictive modeling,0.721915,1688
core_ai,machine learning,machine_learning,high,exact_key,44,ai_solutions,ai solutions,0.721847,1129
core_ai,machine learning,machine_learning,high,exact_key,45,prescriptive_analytics,prescriptive analytics,0.719050,224
core_ai,machine learning,machine_learning,high,exact_key,46,deep-learning,deep-learning,0.715715,76
core_ai,machine learning,machine_learning,high,exact_key,47,anomaly_detection,anomaly detection,0.714861,405
core_ai,machine learning,machine_learning,high,exact_key,48,artificial_intelligent,artificial intelligent,0.714190,151
core_ai,machine learning,machine_learning,high,exact_key,49,unsupervised_learning,unsupervised learning,0.713351,43
core_ai,machine learning,machine_learning,high,exact_key,50,reinforcement_learning,reinforcement learning,0.708214,211
core_ai,deep learning,deep_learning,high,exact_key,1,machine_learning,machine learning,0.866993,28913
core_ai,deep learning,deep_learning,high,exact_key,2,neural_networks,neural networks,0.847953,860
core_ai,deep learning,deep_learning,high,exact_key,3,artificial_intelligence,artificial intelligence,0.839236,24196
core_ai,deep learning,deep_learning,high,exact_key,4,computer_vision,computer vision,0.836089,2989
core_ai,deep learning,deep_learning,high,exact_key,5,neural_network,neural network,0.834488,1167
core_ai,deep learning,deep_learning,high,exact_key,6,ai,ai,0.830808,123783
core_ai,deep learning,deep_learning,high,exact_key,7,machine-learning,machine-learning,0.787922,498
core_ai,deep learning,deep_learning,high,exact_key,8,large_language_models,large language models,0.787365,2463
core_ai,deep learning,deep_learning,high,exact_key,9,ai_ml,ai ml,0.782860,1542
core_ai,deep learning,deep_learning,high,exact_key,10,natural_language_processing,natural language processing,0.776616,1653
core_ai,deep learning,deep_learning,high,exact_key,11,computational,computational,0.773390,3340
core_ai,deep learning,deep_learning,high,exact_key,12,ai_technology,ai technology,0.773111,2546
core_ai,deep learning,deep_learning,high,exact_key,13,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.770280,767
core_ai,deep learning,deep_learning,high,exact_key,14,ai_technologies,ai technologies,0.770250,964
core_ai,deep learning,deep_learning,high,exact_key,15,neural_nets,neural nets,0.767785,118
core_ai,deep learning,deep_learning,high,exact_key,16,ai_models,ai models,0.766636,1592
core_ai,deep learning,deep_learning,high,exact_key,17,ai_applications,ai applications,0.758639,1119
core_ai,deep learning,deep_learning,high,exact_key,18,machine_learning_algorithms,machine learning algorithms,0.756864,952
core_ai,deep learning,deep_learning,high,exact_key,19,deep_learning-based,deep learning-based,0.755408,39
core_ai,deep learning,deep_learning,high,exact_key,20,deep-learning,deep-learning,0.754357,76
